id	filename	md5	size	state
ac7ef6c1-f207-4fc1-a2e4-71142e242299	a59f4fd5-706e-425c-b4ec-51e872ee5f67.wxs.aliquot_ensemble_raw.maf.gz	8ceeda0e450f27562e196a3187531df5	387066	validated
acf56a72-d744-4d1b-a8cf-a9e9b82689f6	85a060a2-e124-4a50-82a8-cb24f7955d8c.wgs.sanger_raw_pindel.raw_somatic_mutation.vcf.gz	cd086f538fe001996258d44efa7bd2b4	60349382	validated
ad8c5127-347c-4091-a341-fbf01edf0f3d	86f90ec0-ef66-484e-a70d-713590be4ad8.wgs.sanger_raw_pindel.raw_somatic_mutation.vcf.gz	a2a841c3494ac0846d4f43010ea8f6fe	49600802	validated
ad7b1dca-8e7c-4743-9a0a-b868526bc710	CPTAC-3.1c2cc170-f621-4a32-9d46-bc6d402a2765.arriba.rna_fusion.bedpe	7a2c6448b954bdd600c6881cefff960c	1653	validated
adad3752-2e7d-423c-9a56-01fed0aa81c1	CPTAC-3.527e9a57-ecbf-40ab-a647-5edf004592fc.arriba.rna_fusion.bedpe	c7e00d64092bbc753a8ab9955dccf334	1300	validated
ae190ef5-f842-4bc0-8c3b-fc84e38f4cf8	e7cde92f-3f77-4ad7-981c-a752dab9e479.wgs.sanger_raw_pindel.raw_somatic_mutation.vcf.gz	d2e68cdbce014ceb9eb7cc06011b3896	51017950	validated
afb38a01-dbb6-4aca-ba69-571ae62a83a3	0f4b7c57-b4f0-4fd1-9f0e-af7423ea2782.wxs.aliquot_ensemble_masked.maf.gz	08a37c7d123241966a5e2d8bfb90ccdb	11369	validated
b0cf00f9-6cde-4e5a-823a-0017930495c6	a715622e-7524-4c9f-869b-e3e047eb337e.rna_seq.star_splice_junctions.tsv.gz	f811652557ec602a5acf8664898ea874	3304361	validated
b1248623-6eb2-47f6-94c1-0589ffcd03c5	2730fe8c-9402-4508-893c-96703c4a2482.rna_seq.star_splice_junctions.tsv.gz	d0413e379c3ddf17e1ab2f27a68ba700	3330317	validated
b1060112-48fb-4c0d-a941-e43d58acc73e	8ed26846-12d6-462d-be1a-521ef4bf2c81.rna_seq.augmented_star_gene_counts.tsv	bb6ea7a80ac948c425b53b24aca06327	4238641	validated
b1283ef1-7172-4d22-993b-664ece47a81e	acad9b62-0a54-4678-87ef-b4c2fcfa2910.rna_seq.augmented_star_gene_counts.tsv	97c7e75994c4052b14544e162b98b300	4236617	validated
b139d851-fee2-40b9-9852-48dd642900a7	CPTAC-3.09b36a33-5e36-47ec-baa0-39a0ea6e4e19.star_fusion.rna_fusion.bedpe	8ddfb140ab1380ed76ad0e2623dfb817	440	validated
b1367bb4-521d-4223-b3ae-e3520ab98b74	CPTAC-3.3617c1da-9ff7-4de3-b225-0942ba4bf7cb.star_fusion.rna_fusion.bedpe	a37039ec188942b5f4a595a39b7a46e5	973	validated
b142326a-3b23-4e40-9462-d04db67d4ec4	70f8b3f1-6877-4cd3-a2f5-51e8cd15a147.rna_seq.star_splice_junctions.tsv.gz	6df593d67a5c223165cca7b1813065ee	3168989	validated
b17aa639-d1bb-42ff-9543-a18b9adfade1	08344e57-0163-468c-9763-548e134ea91a.rna_seq.star_splice_junctions.tsv.gz	c2f168d6855ad98008e41935fb83ff39	3287309	validated
b1c46a56-6289-4422-85c9-810b3bdfc01f	8f1fd232-59b3-4045-aab4-3441be6bc2f2.rna_seq.star_splice_junctions.tsv.gz	66f97865fd853cfbf9f88f93043e25b6	3322729	validated
b1b06524-4d81-4ce6-b968-e4b5f0b9e50c	CPTAC-3.9e7850e9-f14e-44f8-adaa-3e5f861531c2.star_fusion.rna_fusion.bedpe	9a57f89134d1fda04acd398e42801b99	1667	validated
b1b2dcaa-55fb-481d-99e5-bced614ce6a1	CPTAC-3.ab12e328-2cd7-4e42-894c-e01d1d6fb3f0.star_fusion.rna_fusion.bedpe	8dacf911db6eebca55bf9bbd2f6ddde7	1846	validated
b1ec21f2-b57c-479a-8782-9f846d4d0607	9f4b0e9f-fa4a-4cf0-a16b-d449a35e01c7.wgs.CaVEMan.raw_somatic_mutation.vcf.gz	8491b48384408d666f0d9c74fdf6bdce	3219172	validated
b2146c69-015a-4af2-bca8-135a5d09f500	aa12b031-7037-40bc-bae2-21ad6bf146b1.wgs.CaVEMan.raw_somatic_mutation.vcf.gz	6b5d91a06210f03e41cd3754d69b9967	1813807	validated
b21e5082-7478-4fd9-bcbb-de352439d2fe	17b67a75-2102-41b3-a9ea-cde11c05e9ed.wxs.aliquot_ensemble_raw.maf.gz	cd956b9bc939c152db0873cecdd4d31f	356224	validated
b27245c6-412c-45c3-b4e5-f7464580097b	81956631-f99d-4550-8036-0987863e5285.rna_seq.augmented_star_gene_counts.tsv	bbad82aa5d81c84a1e1c84480f5cd6a0	4238515	validated
b2ac80fe-855c-4252-8f3c-732e97975d47	15f14c4a-eb04-4ad8-bdf6-5b6d8a65f2dd.wgs.CaVEMan.raw_somatic_mutation.vcf.gz	17ebe557d0d78701048aa0c4297d53eb	3095573	validated
b32b924e-6917-4f82-9815-26c85ee7ec2a	0a6e5263-7bbb-4463-a077-897056ad23db.wgs.CaVEMan.raw_somatic_mutation.vcf.gz	4fde5b5f2f6f4c609afd5d5d94be4bf9	1458448	validated
b335fe6c-0969-4b62-a50a-cc993fa99dda	a5f66961-44a7-4fea-9ac3-91d7908d5c22.wgs.CaVEMan.raw_somatic_mutation.vcf.gz	7c78f2c71e943ef4b717aaf2119f6f92	2037346	validated
b3503698-37e4-41c6-ab15-afbd958b8bd1	CPTAC-3.dea81ec3-f384-41b5-974f-9103b109887e.star_fusion.rna_fusion.bedpe	15188b32e76e14f1f514379d61770922	746	validated
b34a2f32-3ebb-4379-ba84-31d7de4f34fa	765aedc7-d9ec-47fa-803e-14efefa026d3.rna_seq.star_splice_junctions.tsv.gz	933b6153654ebd687429573fdce8cf40	3187281	validated
b3750b07-3ddc-4e8d-8216-0c748ebf0589	3245c320-8e71-460b-a3a3-7eb0c37f42a8.rna_seq.star_splice_junctions.tsv.gz	df8362e47637c0f343f2638851d8ef18	3044590	validated
b3730aee-14d4-470f-84a7-b8b0ab106a2f	CPTAC-3.198ec73f-756f-4cb6-a9db-b214bca65dbb.arriba.rna_fusion.bedpe	a0d96e93d1b9af2bb0f2d95d38ad67a5	2732	validated
dc66566a-ea80-4788-a415-85e13de43f40	63fbcde4-90bb-4e4c-aff1-843a741e2644.wgs.ASCAT.gene_level.copy_number_variation.tsv	868046fea2f80d19605557721192188d	3442748	validated
b465017b-3c1a-4f22-90c7-c49571cceee7	303f02fa-5f16-4db8-9403-524ee25c9556.wgs.sanger_raw_pindel.raw_somatic_mutation.vcf.gz	46c4c8a71183d686c9595367b0d42c5a	52024013	validated
b441fcc4-7ffb-4c72-8977-0f10d7ab6533	e570ae30-c30a-4a95-9624-7d566466143d.wgs.sanger_raw_pindel.raw_somatic_mutation.vcf.gz	4e745f2804ff846b1546dbb20ce9eb82	50583468	validated
b4b62933-0713-4383-a0d7-4c74f9ce54a5	CPTAC-3.4c94ddaf-d0e1-4a23-b921-9154f9a5cac2.star_fusion.rna_fusion.bedpe	6e5690795ff424264402ab9d2661b62b	229	validated
b4453073-ca95-4f31-a508-60d44c01a3cc	1a40f3a6-5970-4081-b35f-5910a63624b3.wgs.sanger_raw_pindel.raw_somatic_mutation.vcf.gz	1eadf720f77d22b274f2cbe23d3aabc7	49942673	validated
b4f5a945-3a99-4625-9ace-5ac5bc6dc329	10621cfd-9321-409a-ba1f-332a9595ed9c.wgs.CaVEMan.raw_somatic_mutation.vcf.gz	331ffc890b26865be605733bc684f048	8049220	validated
cb7e1279-aff8-4f9c-91ab-289789036531	3b3b8e37-9f37-4bc7-9246-21bb758345a4.wgs.sanger_raw_pindel.raw_somatic_mutation.vcf.gz	6b0431090d4cbc39318689f709fdf703	51473172	validated
b545f775-ebfa-4a59-9162-3bcbc0fe5b9f	85f5b10e-098d-4a18-8288-0b8a6f120ef0.wxs.aliquot_ensemble_raw.maf.gz	22f1f9fc1550f0110f3faa87b370a3aa	424380	validated
b550e725-fefc-4ea6-84bf-57f96ae40b14	119afa0b-46e0-4b1d-a212-d5313ce8503d.wgs.sanger_raw_pindel.raw_somatic_mutation.vcf.gz	ad986aa46b966ef0462e3c0d2cadd3e8	54789810	validated
cd27b283-d1ab-49bd-b1c0-f29d16bc0be7	0daf77a4-3527-4777-820c-0fa4003fb69c.wgs.sanger_raw_pindel.raw_somatic_mutation.vcf.gz	b10b353c131fd7809dadd5fa96a79b9d	49517198	validated
b5c3288d-a3b8-47df-9c6c-0aafe7340dd4	f4f30b20-ca01-4e16-b0da-46e79179df0b.wgs.CaVEMan.raw_somatic_mutation.vcf.gz	3340448fd02770926a49032e655ea88c	2237333	validated
b5bbf98f-4efe-4e0f-9f46-45b67d02a73a	fa3a4b84-d931-4224-bef6-7228e96f1589.wxs.aliquot_ensemble_masked.maf.gz	eb7f7382c1ac63d79fefe1615db17f0f	32934	validated
b5b3e105-5ce8-4e97-9b60-84e9365621f2	aa070b88-2f1a-4718-8bdb-a29a1109aebf.wgs.CaVEMan.raw_somatic_mutation.vcf.gz	402a310ae24b7239b6ba0781343a084b	1998873	validated
b5ccae40-d4b7-4e89-8dcb-ae7b38407c6d	CPTAC-3.47d2c7e3-2825-4f7d-8c9e-35986f11aad0.star_fusion.rna_fusion.bedpe	6e5690795ff424264402ab9d2661b62b	229	validated
b614a07a-693d-46d3-9d99-0458b0620e35	CPTAC-3.99e04971-5498-497f-aa10-cf548d13a3bb.arriba.rna_fusion.bedpe	41f13270c61dda922e299fe4a9cffa78	2614	validated
b6bca2b4-8c1f-41b5-9f7e-d37f6d93081b	3c02fe83-ff01-4ede-9247-07f6d5b8ce07.wgs.sanger_raw_pindel.raw_somatic_mutation.vcf.gz	ca1b2a54e472099cbc91749b55a7d47f	58440843	validated
b6f85905-814d-4744-93ad-e80c5f4b21b1	CPTAC-3.9fd85e90-f706-4f78-861f-166d0509dec8.arriba.rna_fusion.bedpe	fc7b92025480a236cabdc81da57753f9	1795	validated
92f4541d-ab14-4853-94ac-14b3aa5b0c89	CPTAC-3.b403d388-78dc-4fde-8e05-e6d878a7c370.star_fusion.rna_fusion.bedpe	6e5690795ff424264402ab9d2661b62b	229	validated
92b34341-3d51-4286-ae64-a9ec32dee59b	71343550-30de-44c3-b221-bac9427cbd7f.rna_seq.star_splice_junctions.tsv.gz	b53453cfa10c9750bd12d0303e77c396	3434258	validated
92dcc8f3-c2b5-4d06-b10a-410744bcb920	585febb6-baf8-4c11-9502-b07f699afb52.wxs.aliquot_ensemble_raw.maf.gz	46c400028a8219d83879436c54664c8c	463304	validated
933e9a00-5c46-490f-9665-2ca7b2c8103c	CPTAC-3.cb183ef6-23bf-4b50-afd1-6909f1edfee4.arriba.rna_fusion.bedpe	5c8fdf50eea21b1f4291377362ebde38	4307	validated
b71bd48a-1efb-4bd8-8547-19fe8705030f	0e484ade-18f9-4bad-97a0-5bdb64c095f7.wgs.CaVEMan.raw_somatic_mutation.vcf.gz	e60a28c5d5597745081780e4d5f365ab	1993567	validated
9332501d-3a6f-429c-8d55-b7a1f409cf0b	c1ccdbea-f69f-4ddb-8839-8f881ee97705.wxs.aliquot_ensemble_masked.maf.gz	40d175e8d7683791f8de484afbbe2ad2	5312	validated
b736be39-f41d-469d-bb08-b169b72b11f4	0563abf8-d301-4884-8c5d-eb15f368498d.wgs.CaVEMan.raw_somatic_mutation.vcf.gz	863a83bb0b5d454948f7fd851e2afed0	1918001	validated
947b9967-0596-4891-b199-1c589b851b21	261ac0e6-4a57-4802-8083-a834f7af2fd6.wxs.aliquot_ensemble_masked.maf.gz	bd518f8c12ee95186874b688a2395471	25839	validated
d00fd741-7db4-4bb2-b040-9cbdbb985013	82d285f0-d330-429b-9867-7662f4e625ea.wxs.aliquot_ensemble_masked.maf.gz	16fb79009036cfd8b6e702ee47816335	527182	validated
94e8303e-3675-420b-a2ba-29add43a3e1b	b7bd8e83-80fd-4493-bad2-b5bfe51fa990.wxs.aliquot_ensemble_raw.maf.gz	f7672e741a6fc5bc6a5fd98ced23093b	230153	validated
95dbe0c5-d7fc-4ff9-9956-35cfbee52a23	68bf5b78-b8d1-4a15-8e09-39cd02dde2be.wxs.aliquot_ensemble_masked.maf.gz	d38f5433c629b1c20933845a18a26067	31253	validated
9602a4a8-f51f-4980-a44b-298225311461	63838c66-4547-41ba-ae50-6a11bbd9dbe5.rna_seq.star_splice_junctions.tsv.gz	e872d6928897162a8e28eed667b5a510	2356637	validated
962bdcf9-5f23-48a8-8974-55013d26ea3b	CPTAC-3.f70fcd4b-5fa6-48e8-9ef5-9e9a3f9da89e.star_fusion.rna_fusion.bedpe	6e5690795ff424264402ab9d2661b62b	229	validated
97131664-f210-4b8f-989a-f96e2a9fccc4	933bcfcd-cb77-416c-ae9c-392b52247e75.wxs.aliquot_ensemble_masked.maf.gz	7aa4bd1a572ebb9d0c0950d2b7f34999	24919	validated
974e70c9-f6b2-4869-aaf4-5054aeb9d3fe	ed75bc34-cc11-4cdf-9a2b-1a9e9c6e236b.wxs.aliquot_ensemble_masked.maf.gz	03f3860a539feee1208217fe6d3af32a	40705	validated
975d77bf-cd11-441b-8e3f-cfa43df5bde4	CPTAC-3.8f37cbda-9780-43c1-9511-ff9f5af9da38.star_fusion.rna_fusion.bedpe	ffa99bd98b49427c1a31298bdce8e180	1340	validated
976f66f9-505a-4373-883d-f87b8ffe94bc	2fc4427e-d9e1-41fb-b0b6-22c44464035b.wxs.aliquot_ensemble_raw.maf.gz	3a88d6abc7f32880d4197c349c8dedf4	1171882	validated
978697ef-2cb7-44b0-9e75-c545d933dcd8	15c31f48-76f2-4da8-b20f-2de903ceef44.wxs.aliquot_ensemble_raw.maf.gz	d6bbe852996a7e63ce085cb0280be516	198575	validated
985a4a87-86d7-4cde-857a-ecf94fe3e305	CPTAC-3.c13a729e-4b28-49e8-abcf-d0339feac536.arriba.rna_fusion.bedpe	08124917accd86baccb2fafa3d4f8e3a	1489	validated
9921faa3-480d-4c42-9141-f67e51e9090f	CPTAC-3.22243a62-69b0-4a26-a0ad-ccb2381e60bc.arriba.rna_fusion.bedpe	2e56ef31e89a090bea4dc9f056a985db	1066	validated
986dc8e1-6bc4-42d4-a6f2-627761e95443	0fa8c4a9-64c1-4d63-9f67-a8ccb005f4b2.wxs.aliquot_ensemble_raw.maf.gz	21dd1632fcda7110235db308141b4d8c	9329054	validated
990b0b14-f965-42a0-b43f-cacddc68e889	CPTAC-3.1fdab9ad-07e1-4168-828a-5fbb716e740e.arriba.rna_fusion.bedpe	ab85b6e6150637ff02ddbfcf3d5a94cd	1457	validated
993a923e-9a05-4cda-ba6d-d9cfc9f0c31f	cc3154e0-937b-46fd-810b-4902e8ffd157.rna_seq.star_splice_junctions.tsv.gz	8da62227bc62e7db3f12599f33e36115	3277299	validated
99967eca-b4ac-46eb-8a53-755d0552c6b7	CPTAC-3.adffb9b4-83be-4262-8f95-fcdbf000a991.star_fusion.rna_fusion.bedpe	6e5690795ff424264402ab9d2661b62b	229	validated
999377f9-caad-4989-bebf-5b6c7de96f4b	CPTAC-3.c3a88aea-7b87-4e23-ac1a-9af9d914ceee.arriba.rna_fusion.bedpe	327148481628fdc412c89db4dc21370f	1113	validated
9a023988-3172-4d1e-b9bc-2b67d890c21c	CPTAC-3.271f51aa-2411-4d1c-a671-0f5c6f165e6a.star_fusion.rna_fusion.bedpe	6e5690795ff424264402ab9d2661b62b	229	validated
99f14afa-4d59-487c-b2f7-5f5f4403c564	75c585cd-05ce-442d-b4b4-4f643681dd1c.rna_seq.star_splice_junctions.tsv.gz	29663c336de80e5e386e26c3414af488	3224226	validated
eadfb088-af13-44cb-af21-60d0b967e1a9	06fcdead-8b9e-4426-afda-ed234186f1d6.wgs.ASCAT.gene_level.copy_number_variation.tsv	4a700b388223c6a3b96802450c81da89	3442778	validated
9ae1345c-aac7-437d-ba53-5d7253106c84	92e35571-c681-4f27-8d11-b2af602c4e09.wxs.aliquot_ensemble_masked.maf.gz	abc7ad52d2de613f9ba6bf3ee08322dc	14714	validated
9ade5871-bbee-4876-9849-37e70d7c5099	CPTAC-3.bdefd7ed-e897-400a-9ac6-0b4befb20c56.star_fusion.rna_fusion.bedpe	6e5690795ff424264402ab9d2661b62b	229	validated
9aed649a-2fe1-4683-85d8-46f95200dc2f	b20c5cf8-1a68-47c9-8735-d68105e4d02e.rna_seq.star_splice_junctions.tsv.gz	07635e93ed269312abe3cbb702331c45	3104968	validated
9ab493fc-71fe-4a99-85d2-0071f0795257	CPTAC-3.f38af0dd-0c50-4a34-a017-81ab0114c5c5.arriba.rna_fusion.bedpe	29e34dfaf5beafb008fcffc0c3c9e06e	6202	validated
9beba2d3-e57a-423a-b3eb-ac3644334cb8	6503e0bf-25e4-4e05-a754-9200a5dbb4cb.rna_seq.star_splice_junctions.tsv.gz	c8d0033b8893a34e793c666e2d4b9bfb	3858121	validated
c63ef218-d4f7-4862-be07-6e04743db801	fb088c64-524f-4b35-af82-dd4f7eec6368.wgs.ASCAT.gene_level.copy_number_variation.tsv	73f6702722e5d45de69ce9af02cb8d95	3442757	validated
9c3a4ab8-0ea8-46dc-960c-c15eca5e72fd	72069b51-c95f-4476-a4ef-763d7310019f.wxs.aliquot_ensemble_masked.maf.gz	3ffafd3f5b40c7c9228cb776b1e6b36b	51569	validated
9d0f414e-3513-4732-829b-f736d879e44f	510b2b04-a8f4-4d7d-887e-5d34381a43ce.rna_seq.augmented_star_gene_counts.tsv	741e52991962a345cb442eb887a822f4	4236875	validated
9477af16-043b-437b-b036-a6fb339ce136	60246341-fd14-4a3d-9685-6d411dd2e9b4.wxs.aliquot_ensemble_masked.maf.gz	46a02b9da4fa815e235c8154e23161bb	26154	validated
bb2b8417-c729-466c-978a-ec89ea7e3c72	6a0318e1-cf5a-447c-8ad8-24322e502ca4.wgs.ASCAT.gene_level.copy_number_variation.tsv	746510bc3bf18e40b8ab28623aa2f3cf	3442790	validated
9d9edc98-8733-4f3e-b6a8-aed9a09a3e80	CPTAC-3.856b7a7d-1f0c-44f6-97a3-e6a7c6ba282a.arriba.rna_fusion.bedpe	dfb015227b7b735c321f5ba290921190	11667	validated
9d868cf5-a579-4c6f-8c52-d3629d541e5b	8c0be93f-de25-4bfe-abb3-ae3840bc40c2.rna_seq.star_splice_junctions.tsv.gz	1a0ca9802cddd26536d7a20f803327e1	2985335	validated
9dc6e45b-8b5b-4657-abf6-d6d4e53d58b7	CPTAC-3.f099ea9a-9835-4597-9055-e71621ea7fe6.arriba.rna_fusion.bedpe	2bc4eedc91467f5e55e62a89eb777431	1600	validated
